QuaterNoteMs 315
FirstNoteMs 0
81631 4 0
81947 3 0
82420 3 0
82578 2 1
82736 1 1
82894 0 1
83052 5 1
83210 4 1
83684 3 0
83999 2 1
84157 1 1
84473 1 0
84473 4 0
84789 2 1
84947 1 1
85105 2 1
85263 3 1
85578 4 0
85894 4 0
85894 1 0
86368 4 0
86684 4 1
86841 3 1
86999 2 1
87157 1 1
87315 2 1
87473 1 1
87631 0 1
87947 5 0
88105 4 1
88263 3 1
88420 3 0
88420 0 0
88736 3 1
88894 4 1
89052 5 1
89210 0 1
89368 1 1
89526 2 2 89763
89526 5 2 89763
89999 2 1
90157 1 1
90315 0 1
90947 5 0
90947 2 0
91578 4 0
91578 1 0
92210 0 0
92210 3 0
92526 2 0
92841 1 0
93157 0 0
93315 5 0
93631 4 0
93789 3 1
93947 2 1
94105 1 0
94263 2 1
94420 3 1
94578 4 1
94894 5 2 95131
95210 4 2 95605
95684 4 0
95684 1 0
95999 3 0
95999 0 0
96473 2 0
96789 2 0
96947 1 1
97105 0 1
97263 5 1
97420 4 1
97578 3 1
97736 2 1
98210 1 0
98368 2 1
98526 3 1
98684 4 0
98841 5 1
98999 0 1
99157 1 1
99315 2 1
99473 3 1
99631 4 2 99868
99947 4 1
100105 3 1
100263 2 1
100420 1 2 100657
100736 1 2 100973
101052 1 2 101289
101368 1 0
101526 1 0
101684 1 1
101841 2 1
101999 3 1
102157 4 1
102473 4 2 102710
102789 4 0
102947 5 1
103105 0 1
103263 1 1
103420 2 1
103736 3 0
103894 4 1
104210 4 1
104368 3 1
104526 2 1
104684 1 1
104841 0 1
104999 5 1
105157 4 1
105315 3 1
105473 2 1
105631 1 1
105789 0 1
106105 0 0
106262 1 1
106420 2 1
106736 2 1
106894 3 1
107052 4 1
107210 5 2 107447
107526 4 1
107684 3 1
107841 2 1
107999 3 1
108631 4 0
108947 4 0
109262 5 1
109420 4 1
109578 3 1
109736 2 1
109894 1 1
110052 2 1
110210 3 1
110368 4 1
110526 5 1
111157 5 0
111157 2 0
111473 5 0
111789 3 0
111947 2 1
112420 1 0
112578 0 0
112736 5 0
112894 4 1
113052 3 0
113368 2 0
113526 1 1
113841 1 0
113999 2 1
114157 3 1
114315 4 1
114473 5 1
114631 0 1
114789 1 1
115105 2 0
115262 3 1
115420 4 1
115578 3 2 115815
115894 2 2 116131
116210 1 0
116210 4 0
116526 1 0
116526 4 0
116841 1 0
116841 4 0
117157 1 0
117157 4 0
117473 0 0
117473 3 0
117789 2 0
117789 5 0
118105 1 0
118105 4 0
118420 0 0
118420 3 0
118736 2 1
118894 1 1
119052 0 1
119210 5 1
119368 4 1
119526 3 1
119684 2 1
119841 1 2 120078
120157 0 0
120315 1 1
120473 2 1
120631 1 1
120947 0 2 121184
120947 3 2 121184
121262 0 0
121262 3 0
121578 1 0
121578 4 0
121736 2 1
121736 5 1
122052 0 0
122052 3 0
122368 1 0
122368 4 0
122526 2 0
122526 5 0
122841 0 0
122841 3 0
122999 1 1
122999 4 1
123157 2 0
123157 5 0
123473 5 0
123473 2 0
123631 0 1
123631 3 1
123789 2 2 124026
123789 5 2 124026
124105 1 0
124105 4 0
124262 0 1
124262 3 1
124420 5 1
124420 2 1
124736 5 0
124736 2 0
124894 4 1
124894 1 1
125210 0 0
125210 3 0
125368 5 1
125368 2 1
125526 4 1
125526 1 1
125684 0 2 125920
125684 3 2 125920
125999 5 2 126236
125999 2 2 126236
126315 4 0
126315 1 0
126631 1 0
126631 4 0
126789 0 0
126789 3 0
127105 5 0
127105 2 0
127420 0 2 127657
127420 3 2 127657
127736 1 0
127736 4 0
127894 2 1
127894 5 1
128052 0 1
128052 3 1
128210 1 1
128210 4 1
128526 4 0
128684 3 1
128841 2 1
128999 1 1
129157 0 1
129315 5 1
129473 4 1
129631 3 1
129789 2 1
129947 1 2 130184
130262 0 1
130420 1 1
130578 2 1
130736 1 1
131368 0 0
131368 3 0
131684 1 0
131684 4 0
131841 2 1
131841 5 1
132157 0 0
132157 3 0
132473 1 0
132473 4 0
132631 2 0
132631 5 0
132947 0 0
132947 3 0
133105 1 1
133105 4 1
133262 2 0
133262 5 0
133578 5 0
133578 2 0
133736 0 1
133736 3 1
133894 2 2 134131
133894 5 2 134131
134210 1 0
134210 4 0
134368 0 1
134368 3 1
134526 5 1
134526 2 1
134841 5 0
134841 2 0
134999 4 1
134999 1 1
135315 0 0
135315 3 0
135473 5 1
135473 2 1
135631 4 1
135631 1 1
135789 0 2 136026
135789 3 2 136026
136105 5 2 136341
136105 2 2 136341
136420 4 0
136420 1 0
136736 1 0
136736 4 0
136894 0 0
136894 3 0
137210 5 0
137210 2 0
137526 0 2 137762
137526 3 2 137762
137841 1 0
137841 4 0
137999 2 1
137999 5 1
138157 0 1
138157 3 1
138315 1 1
138315 4 1
138631 4 0
138789 3 1
138947 2 1
139105 1 1
139262 0 1
139420 5 1
139578 4 1
139736 3 1
139894 2 1
140052 1 2 140289
140368 0 1
140526 1 1
140684 2 1
140841 1 2 141315
141473 1 0
141473 4 0
141789 1 0
141789 4 0
141947 0 1
141947 3 1
142262 2 0
142262 5 0
142578 4 0
142578 1 0
142894 4 0
142894 1 0
143052 2 1
143052 5 1
143368 3 2 143999
143368 0 2 143999
143999 1 0
143999 4 0
144315 3 0
144315 0 0
144631 5 2 144947
144631 2 2 144947
145105 4 0
145105 1 0
145262 0 1
145262 3 1
145578 5 0
145578 2 0
145894 4 0
145894 1 0
146526 0 0
146526 3 0
146841 0 0
146841 3 0
146999 2 1
146999 5 1
147315 1 0
147315 4 0
147631 3 0
147631 0 0
147947 3 0
147947 0 0
148105 1 1
148105 4 1
148420 2 2 149052
148420 5 2 149052
149052 0 0
149052 3 0
149368 2 0
149368 5 0
149683 4 2 149999
149683 1 2 149999
150157 3 0
150157 0 0
150315 2 1
150315 5 1
150631 4 0
150631 1 0
150947 3 0
150947 0 0
151578 5 0
151578 2 0
151894 5 1
151894 2 1
152052 1 1
152052 4 1
152368 4 0
152526 3 1
152683 2 1
152999 1 0
153157 2 1
153315 1 1
153631 0 0
153789 1 1
153947 2 1
154105 3 1
154105 0 0
154420 2 1
154578 1 1
154894 0 0
155052 5 1
155210 4 1
155526 3 0
155683 2 1
155841 1 1
155999 0 0
155999 3 0
156315 0 0
156315 3 0
156631 0 2 157105
156631 3 2 157105
157262 0 0
157420 5 1
157736 4 0
157894 3 1
158052 4 1
158210 5 1
158368 0 1
158683 0 1
158841 1 1
158999 2 1
159157 3 2 159789
159947 3 0
160105 4 1
160262 5 1
