QuaterNoteMs 266
FirstNoteMs 1200
118133 0 1
118266 5 1
118400 4 1
118400 1 0
118800 1 0
119200 1 0
119600 1 2 119866
120000 1 1
120133 2 1
120266 3 1
120400 4 1
120666 3 1
120800 2 1
121066 2 1
121200 1 1
121333 0 1
121600 0 1
121733 1 1
121866 2 1
122133 2 1
122266 3 1
122400 4 1
122533 5 1
122666 4 1
122800 3 1
122933 2 1
123066 1 0
123333 2 1
123466 3 1
123666 4 0
123800 5 1
123933 0 1
124066 1 1
124200 2 1
124333 3 1
124466 4 1
124600 5 1
124800 0 0
124800 3 0
125200 1 0
125200 4 0
125600 2 0
125600 5 0
126000 3 0
126000 0 0
126400 1 0
126400 4 0
126666 2 1
126666 5 1
126933 3 0
126933 0 0
127333 1 0
127333 4 0
127733 2 0
127733 5 0
128133 0 0
128133 3 0
128533 1 0
128533 4 0
128800 0 0
128800 3 0
129066 1 2 129600
129066 4 2 129600
130133 1 0
130400 1 1
130533 2 1
130933 3 1
131200 2 1
132266 0 1
132400 1 1
132533 2 1
132666 3 1
132800 4 1
132933 3 1
133066 2 1
133200 1 1
133333 0 0
133333 3 0
133733 0 0
133733 3 0
134133 0 0
134133 3 0
134533 1 0
134533 4 0
134933 2 1
134933 5 1
135066 1 1
135200 0 1
135333 5 1
135466 4 1
135466 1 0
135866 1 0
136266 1 0
136666 1 2 136933
137066 1 1
137200 2 1
137333 3 1
137466 4 1
137733 3 1
138000 2 0
138266 2 1
138400 3 1
138533 4 1
138666 4 1
138716 5 1
138766 0 1
138800 1 1
138850 2 1
138900 3 1
139200 4 0
139333 3 1
139466 2 1
139600 1 2 141466
141866 1 1
142000 2 1
142133 3 1
142266 4 1
142400 5 1
142533 0 1
142666 1 1
142800 2 1
142933 3 1
143066 4 1
143200 5 1
143333 0 1
143466 1 1
143600 2 1
143733 3 1
143866 4 1
144533 5 0
144533 2 0
