QuaterNoteMs 260
FirstNoteMs 0
109304 3 0
109565 2 0
109826 1 0
110348 1 0
110608 0 0
111130 0 1
111261 0 1
111391 5 1
111652 4 0
111913 3 0
112174 2 1
112239 1 1
112304 0 1
112369 5 1
112434 4 1
112500 3 1
112565 2 1
112630 1 1
112695 0 1
112761 5 1
112826 4 1
112891 3 1
112956 2 1
113021 1 1
113087 0 1
113152 5 1
113217 4 1
113282 3 1
113348 2 1
113413 1 1
113478 3 0
113478 0 0
113739 1 0
113739 4 0
114261 1 1
114261 4 1
114391 0 1
114391 3 1
114521 4 1
114521 1 1
114913 1 0
114913 4 0
115043 2 1
115043 5 1
115174 0 1
115174 3 1
115304 1 1
115304 4 1
115434 2 1
115434 5 1
116087 2 0
116087 5 0
116608 2 1
116608 5 1
116739 4 1
116739 1 1
116869 0 1
116869 3 1
117000 1 1
117000 4 1
117130 2 1
117130 5 1
117261 0 1
117261 3 1
117652 1 1
117652 4 1
117782 2 1
117782 5 1
117913 3 1
117913 0 1
118043 1 1
118043 4 1
118174 2 1
118174 5 1
118304 3 1
118304 0 1
118434 1 1
118434 4 1
118500 2 1
118565 3 1
118630 4 1
118695 5 1
118761 0 1
118826 1 1
118891 2 1
118956 3 1
119021 4 1
119087 5 1
119152 0 1
119217 1 1
119282 2 1
119348 3 1
119413 4 1
119478 5 1
119543 0 1
119608 1 1
119674 2 1
119739 3 0
119739 0 0
120000 1 0
120000 4 0
120521 1 0
120521 4 0
120782 0 0
120782 3 0
121043 1 0
121043 4 0
121304 2 0
121304 5 0
121565 3 0
121565 0 0
121826 2 0
121826 5 0
122087 0 0
122087 3 0
122348 1 0
122348 4 0
122869 2 0
122869 5 0
123130 1 0
123130 4 0
123652 1 1
123652 4 1
123782 0 1
123782 3 1
123913 1 1
123913 4 1
124174 2 0
124174 5 0
124434 3 0
124434 0 0
124695 2 1
124695 5 1
124761 3 1
124826 4 1
124891 5 1
124956 0 1
125021 1 1
125087 2 1
125152 3 1
125217 4 1
125282 5 1
125348 0 1
125413 1 1
125478 2 1
125543 3 1
125608 4 1
125674 5 1
125739 0 1
125804 1 1
125869 2 1
125934 3 1
126000 4 0
126000 1 0
126261 0 0
126261 3 0
126521 0 0
126521 3 0
126782 2 0
126782 5 0
127043 2 0
127043 5 0
127304 2 0
127304 5 0
127565 4 0
127565 1 0
127826 4 0
127826 1 0
128087 4 0
128087 1 0
128348 3 0
128348 0 0
128608 0 0
128608 3 0
128869 0 0
128869 3 0
129130 2 1
129261 1 1
129391 0 1
129521 1 1
129652 2 1
129782 3 1
130174 3 1
130304 4 1
130435 5 1
130565 0 1
130695 1 1
130826 2 1
130956 3 1
130956 0 0
131021 2 1
131087 1 1
131152 0 1
131217 5 1
131217 2 0
131282 4 1
131348 3 1
131413 2 1
131478 1 1
131478 4 0
131543 0 1
131608 5 1
131674 4 1
131739 3 1
131739 0 0
131804 2 1
131869 1 1
131935 0 1
132000 5 1
132000 2 0
132065 4 1
132130 3 1
132195 2 1
132261 1 0
132261 4 0
132521 2 0
132521 5 0
133043 2 0
133043 5 0
133304 1 0
133304 4 0
133565 2 0
133565 5 0
133826 0 0
133826 3 0
134087 1 0
134087 4 0
134348 0 0
134348 3 0
134608 1 0
134608 4 0
134869 2 0
134869 5 0
135130 2 0
135130 5 0
135391 3 0
135391 0 0
135652 4 2 136043
135652 1 2 136043
136174 4 1
136174 1 1
136304 0 1
136304 3 1
136435 1 0
136435 4 0
136695 1 0
136695 4 0
136956 1 0
136956 4 0
137217 1 0
137217 4 0
137348 4 0
137348 1 0
137478 3 1
137478 0 1
137543 2 1
137543 5 1
137608 4 1
137608 1 1
137674 3 1
137674 0 1
137739 2 1
137739 5 1
137804 1 1
137804 4 1
137869 3 1
137869 0 1
137935 2 1
137935 5 1
138000 4 0
138000 1 0
138130 1 0
138130 4 0
138261 3 1
138261 0 1
138326 2 1
138326 5 1
138391 4 1
138391 1 1
138456 3 1
138456 0 1
138521 2 1
138521 5 1
138587 1 1
138587 4 1
138652 3 1
138652 0 1
138717 2 1
138717 5 1
138782 4 0
138782 1 0
138913 1 0
138913 4 0
139043 3 1
139043 0 1
139108 2 1
139108 5 1
139174 4 1
139174 1 1
139239 3 1
139239 0 1
139304 2 1
139304 5 1
139369 1 1
139369 4 1
139435 3 1
139435 0 1
139500 2 1
139500 5 1
139565 4 0
139565 1 0
139695 1 0
139695 4 0
139956 3 0
139956 0 0
140087 0 0
140087 3 0
140348 5 0
140348 2 0
140478 2 0
140478 5 0
140608 4 1
140608 1 1
140674 3 1
140674 0 1
140739 5 1
140739 2 1
140804 4 1
140804 1 1
140869 3 1
140869 0 1
140935 2 1
140935 5 1
141000 4 1
141000 1 1
141065 3 1
141065 0 1
141130 5 0
141130 2 0
141261 2 0
141261 5 0
141391 4 1
141391 1 1
141456 3 1
141456 0 1
141521 5 1
141521 2 1
141587 4 1
141587 1 1
141652 3 1
141652 0 1
141717 2 1
141717 5 1
141782 4 1
141782 1 1
141848 3 1
141848 0 1
141913 5 0
141913 2 0
142043 2 0
142043 5 0
142304 4 0
142304 1 0
142435 1 0
142435 4 0
142695 3 0
142695 0 0
142826 5 1
142826 2 1
142891 4 1
142891 1 1
142956 3 0
142956 0 0
143087 5 1
143087 2 1
143152 4 1
143152 1 1
143217 3 0
143217 0 0
143348 5 1
143348 2 1
143413 4 1
143413 1 1
143478 0 0
143478 3 0
143608 0 0
143608 3 0
143739 5 1
143739 2 1
143804 4 1
143804 1 1
143869 3 1
143869 0 1
143935 5 1
143935 2 1
144000 4 1
144000 1 1
144065 3 1
144065 0 1
144130 5 1
144130 2 1
144195 4 1
144195 1 1
144261 0 0
144261 3 0
144391 0 0
144391 3 0
144521 5 1
144521 2 1
144587 4 1
144587 1 1
144652 3 1
144652 0 1
144717 5 1
144717 2 1
144782 4 1
144782 1 1
144848 3 1
144848 0 1
144913 5 1
144913 2 1
144978 4 1
144978 1 1
145043 0 0
145043 3 0
145174 0 0
145174 3 0
145304 5 1
145304 2 1
145369 4 1
145369 1 1
145435 3 1
145435 0 1
145500 5 1
145500 2 1
145565 4 1
145565 1 1
145630 3 1
145630 0 1
145695 5 1
145695 2 1
145761 4 1
145761 1 1
145826 0 0
145826 3 0
145956 0 0
145956 3 0
146087 5 1
146087 2 1
146152 4 1
146152 1 1
146217 3 1
146217 0 1
146282 5 1
146282 2 1
146348 4 1
146348 1 1
146413 3 1
146413 0 1
146478 5 1
146478 2 1
146543 4 1
146543 1 1
146608 0 0
146608 3 0
146739 0 0
146739 3 0
146869 5 1
146869 2 1
146935 4 1
146935 1 1
147000 3 1
147000 0 1
147065 5 1
147065 2 1
147130 4 1
147130 1 1
147195 3 1
147195 0 1
147261 5 1
147261 2 1
147326 4 1
147326 1 1
147391 0 0
147391 3 0
147521 0 0
147521 3 0
147652 5 1
147652 2 1
147717 4 1
147717 1 1
147782 3 1
147782 0 1
147848 5 1
147848 2 1
147913 4 1
147913 1 1
147978 3 1
147978 0 1
148043 5 1
148043 2 1
148108 4 1
148108 1 1
148174 0 0
148174 3 0
148304 0 0
148304 3 0
148565 0 0
148565 3 0
148695 0 0
148695 3 0
148826 0 0
148826 3 0
148956 1 0
148956 4 0
149087 1 0
149087 4 0
149217 1 0
149217 4 0
149348 1 0
149348 4 0
149478 1 0
149478 4 0
149608 1 0
149608 4 0
150521 2 0
150913 3 0
151500 4 0
152087 5 2 155217
